,Fecha,Criptomoneda,Precio,Variación 24h,Capitalización de mercado,Volumen
222,2021-03-20,Bitcoin,58376.15847137206,0.22816002786092415,1090022321077.50,54549112635.67
223,2021-03-21,Bitcoin,57573.539344778685,-1.3749091197684415,1074356788297.18,55664123837.60
224,2021-03-22,Bitcoin,54370.137557895185,-5.56401746937939,1020641820438.66,62001716794.84
225,2021-03-23,Bitcoin,54584.86994699455,0.3949454585630008,1017637245492.02,60383378707.05
226,2021-03-24,Bitcoin,52526.86659704657,-3.770281676857401,982797427007.26,73029051195.05
227,2021-03-25,Bitcoin,51416.908304980054,-2.113124890127993,959155260366.74,63401640502.56
228,2021-03-26,Bitcoin,55033.100480447036,7.033079768269013,1027209990794.89,55442557956.15
229,2021-03-27,Bitcoin,55832.418109618324,1.4524306684397637,1042184275332.64,47285749218.67
230,2021-03-28,Bitcoin,55728.10132780653,-0.18683908980439146,1039333584621.14,49315845081.42
231,2021-03-29,Bitcoin,57634.92869447539,3.421662179826357,1075942162536.99,57387039705.47
232,2021-03-30,Bitcoin,58668.628336761,1.7935298363346286,1095293012032.84,52387542500.62
233,2021-03-31,Bitcoin,58817.3738884188,0.2535350763682276,1098127310946.90,57495844477.92
234,2021-04-01,Bitcoin,58801.194843878126,-0.027507254185410446,1098583823874.23,54320681400.57
235,2021-04-02,Bitcoin,59060.02678333801,0.4401814285357686,1103133931136.55,52224918752.08
236,2021-04-03,Bitcoin,57060.40665471088,-3.3857419942641576,1067101827372.95,52067853987.60
237,2021-04-04,Bitcoin,58228.802623466196,2.047647462145896,1087344280109.69,46156767978.18
238,2021-04-05,Bitcoin,58706.81559311396,0.8209218601639812,1096202611389.95,54670173277.09
239,2021-04-06,Bitcoin,58062.17872433649,-1.0980613788445504,1084341670320.81,61497704158.14
240,2021-04-07,Bitcoin,56134.41738866435,-3.3201670657669102,1050759681844.61,67617613532.43
241,2021-04-08,Bitcoin,58065.644024815316,3.4403610583138455,1083362883828.12,48714359354.07
242,2021-04-09,Bitcoin,58152.993262141834,0.15043187549799164,1085794662404.73,45880879041.76
243,2021-04-10,Bitcoin,59979.39281571831,3.1406802145909074,1116221525334.33,61788197398.74
244,2021-04-11,Bitcoin,59988.02095852983,0.014385178652998043,1120606689450.47,46792500386.97
245,2021-04-12,Bitcoin,59911.020594847316,-0.12835956654703162,1118532902101.53,55994558888.52
246,2021-04-13,Bitcoin,63576.676041048275,6.118499417645085,1187737045885.17,71993120011.18
247,2021-04-14,Bitcoin,62807.12323259299,-1.2104325931705295,1173412921929.89,80157135507.59
248,2021-04-15,Bitcoin,63179.772446084695,0.593323168315929,1179561609816.94,60495376851.28
249,2021-04-16,Bitcoin,61497.299569441195,-2.6629929350873494,1149602869702.26,86260673269.77
250,2021-04-17,Bitcoin,60273.86667694734,-1.9894091302535721,1125592412523.22,63808212132.54
251,2021-04-18,Bitcoin,56288.94534001195,-6.611358382387444,1053618163309.58,102065957642.23
252,2021-04-19,Bitcoin,55721.166052695626,-1.0086870235117562,1043148020633.03,66156275209.80
253,2021-04-20,Bitcoin,56294.728558586925,1.0293440473748916,1055145534127.33,68166802215.76
254,2021-04-21,Bitcoin,54190.07026283405,-3.7386418757886286,1012699264345.66,56115370322.14
255,2021-04-22,Bitcoin,51965.5664304852,-4.1050026721860755,971174701492.85,77897442831.72
256,2021-04-23,Bitcoin,51191.1246964079,-1.4902978785255483,956744203682.22,91138220375.46
257,2021-04-24,Bitcoin,50133.1073963654,-2.0667983098967557,937014999515.39,49296256745.65
258,2021-04-25,Bitcoin,48981.4413932161,-2.297216476217856,915533819859.14,46233432154.23
259,2021-04-26,Bitcoin,53978.80554728962,10.202566547512127,1008389773189.79,60226926859.92
260,2021-04-27,Bitcoin,54991.81484262107,1.8766797172715677,1027617870421.66,48468560013.14
261,2021-04-28,Bitcoin,54810.6138506792,-0.32950538632057214,1024625833392.24,48072930663.01
262,2021-04-29,Bitcoin,53596.70402266675,-2.2147349623186208,1001973605935.40,46958036373.36
263,2021-04-30,Bitcoin,57828.511814425874,7.895649310766273,1082721727348.04,53879045974.43
264,2021-05-01,Bitcoin,57812.96915967891,-0.026877148069859302,1080897634123.29,43967070045.82
265,2021-05-02,Bitcoin,56600.74528738432,-2.0968026550347907,1057850321948.55,39072664393.93
266,2021-05-03,Bitcoin,57200.30029871162,1.0592705242362443,1069571255195.52,54132470274.08
267,2021-05-04,Bitcoin,53464.37021950372,-6.531312003080602,999775008412.37,71296763919.13
268,2021-05-05,Bitcoin,57432.100227087576,7.421260161288568,1070969079353.53,72158368257.55
269,2021-05-06,Bitcoin,56507.759439869595,-1.6094497390189866,1056801053574.51,87510802710.78
270,2021-05-07,Bitcoin,57361.56904328887,1.5109599316671218,1072831991777.41,68154805947.09
271,2021-05-08,Bitcoin,58771.881689509355,2.45863680115892,1099271802311.50,66812167538.23
272,2021-05-09,Bitcoin,58213.926293744385,-0.9493577195854197,1088903483393.31,67906284080.61
273,2021-05-10,Bitcoin,55901.66759456145,-3.9720026570882805,1045714370754.16,76672978747.69
274,2021-05-11,Bitcoin,56928.97235660158,1.8376996720220973,1064993057463.89,67726708140.57
275,2021-05-12,Bitcoin,50004.76218313686,-12.162893315712164,935512493150.83,75523928654.34
276,2021-05-13,Bitcoin,49972.795398372444,-0.06392748084140809,934964766185.96,104203551167.94
277,2021-05-14,Bitcoin,49913.26314398822,-0.11912932608562077,935962705739.44,56820196964.51
278,2021-05-15,Bitcoin,46780.902304688214,-6.275608209112404,875321252276.11,62896879696.15
